50	476.004539201
100	619.50408295
150	729.58611988
200	789.491657764
250	790.100621504
300	731.320301891
350	622.099469741
400	479.06600666
450	323.995460799
500	180.49591705
550	70.4138801198
600	10.508342236
650	9.8993784961
700	68.6796981092
750	177.900530259
800	320.93399334
850	476.004539201
900	619.50408295
950	729.58611988
1000	789.491657764
1050	790.100621504
1100	731.320301891
1150	622.099469741
1200	479.06600666
1250	323.995460799
1300	180.49591705
1350	70.4138801198
1400	10.508342236
1450	9.8993784961
1500	68.6796981092
1550	177.900530259
1600	320.93399334
